department,markdown_id,markdown_description,date,style_code,description,colour,price,soh,price_history
Womenswear,4365,SCFEBSALEFURTHERS,30/01/2025,117241,Heidi L/S Rib T,White,29.00,2,"{'39.00': ('21/08/2024', 'SCS24MSSV1'), '29.00': ('30/01/2025', 'SCFEBSALEFURTHERS')}"
Womenswear,4365,SCFEBSALEFURTHERS,30/01/2025,117256,Heidi L/S Rib T,Navy/Whit,29.00,2,"{'39.00': ('21/08/2024', 'SCS24MSSV1'), '29.00': ('30/01/2025', 'SCFEBSALEFURTHERS')}"
Womenswear,4047,SCBOXINGDAY22,22/12/2022,117256,Heidi L/S Rib T,Pink/White,29.00,1,"{'29.00': ('30/01/2025', 'SCFEBSALEFURTHERS'), '39.00': ('21/08/2024', 'SCS24MSSV1')}"
Womenswear,4180,Nothing,16/01/2024,117259,JOSIE TAPE YARN,Off White,59.00,1,"{'79.00': ('30/05/2023', 'SCW23EOSS'), '59.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,117259E,JOSIE TAPE YARN,Navy,59.00,1,"{'79.00': ('30/05/2023', 'SCW23EOSS'), '59.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,117263,SLUB COTTON POL,Cashew,59.00,1,"{'79.00': ('22/12/2022', 'SCBOXINGDAY22'), '59.00': ('16/01/2024', 'Nothing')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,117267,Adelyn Jacket,Azure,99.00,1,"{'199.00': ('26/12/2022', 'SCBOXDAYADD2612'), '149.00': ('16/01/2024', 'Nothing'), '99.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,117271,Harlow Wrap Dre,Blue/Multi,39.00,2,"{'79.00': ('22/12/2022', 'SCBOXINGDAY22'), '59.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,117271E,Harlow Wrap Dre,Blue/Multi,59.00,1,"{'79.00': ('16/01/2024', 'Nothing'), '99.00': ('28/07/2023', 'SCEOSSFURTHER'), '59.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4180,Nothing,16/01/2024,117295,Ariana Short,Cashew,19.00,1,"{'49.00': ('22/12/2022', 'SCBOXINGDAY22'), '29.00': ('14/03/2023', 'SCW23MSS'), '19.00': ('16/01/2024', 'Nothing')}"
Womenswear,4365,SCFEBSALEFURTHERS,30/01/2025,117310,Yvonne Blazer,French Nvy,79.00,-1,"{'149.00': ('21/08/2024', 'SCS24MSSV1'), '99.00': ('03/10/2024', 'SCFINALPPA'), '79.00': ('30/01/2025', 'SCFEBSALEFURTHERS')}"
Womenswear,4365,SCFEBSALEFURTHERS,30/01/2025,117310,Yvonne Blazer,Navy,99.00,1,"{'149.00': ('21/08/2024', 'SCS24MSSV1'), '99.00': ('30/01/2025', 'SCFEBSALEFURTHERS')}"
Womenswear,4365,SCFEBSALEFURTHERS,30/01/2025,117310E,Yvonne Blazer,Black,99.00,11,"{'159.00': ('28/05/2024', 'SCW24EOSS'), '99.00': ('30/01/2025', 'SCFEBSALEFURTHERS')}"
Womenswear,4365,SCFEBSALEFURTHERS,30/01/2025,117310E,Yvonne Blazer,Navy,99.00,9,"{'159.00': ('28/05/2024', 'SCW24EOSS'), '99.00': ('30/01/2025', 'SCFEBSALEFURTHERS')}"
Womenswear,4180,Nothing,16/01/2024,117312,Josie Short Sle,Lilac,59.00,1,"{'79.00': ('14/03/2023', 'SCW23MSS'), '59.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,117312E,Josie Short Sle,Magenta,59.00,1,"{'79.00': ('14/03/2023', 'SCW23MSS'), '59.00': ('16/01/2024', 'Nothing')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,117348E,Leslie Linen Dr,Green,59.00,1,"{'99.00': ('14/03/2023', 'SCW23MSS'), '79.00': ('16/01/2024', 'Nothing'), '59.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4180,Nothing,16/01/2024,117349,Leslie Linen Sh,Sherbet,39.00,1,"{'79.00': ('14/03/2023', 'SCW23MSS'), '49.00': ('28/07/2023', 'SCEOSSFURTHER'), '39.00': ('16/01/2024', 'Nothing')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,117399,Allegra Linen T,Navy,59.00,-5,"{'69.00': ('30/01/2025', 'SCFEBSALEFURTHERS'), '59.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4365,SCFEBSALEFURTHERS,30/01/2025,117414,Cecilia Merceri,Multi,29.00,1,"{'49.00': ('14/03/2023', 'SCW23MSS'), '39.00': ('16/01/2024', 'Nothing'), '29.00': ('30/01/2025', 'SCFEBSALEFURTHERS')}"
Womenswear,4365,SCFEBSALEFURTHERS,30/01/2025,117430,Freya Linen Bla,Navy,79.00,1,"{'179.00': ('06/03/2024', 'SCW24MSS'), '149.00': ('13/03/2024', 'SCW24MSSNEWFUR'), '99.00': ('11/04/2024', 'SCW24FINALPP'), '79.00': ('30/01/2025', 'SCFEBSALEFURTHERS')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,117431E,Freya Linen Pan,Navy,59.00,1,"{'79.00': ('06/03/2024', 'SCW24MSS'), '59.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,117434,Freya Linen Bla,Navy,99.00,11,"{'149.00': ('30/05/2023', 'SCW23EOSS'), '99.00': ('17/04/2025', 'SCWK38FINALPP'), '199.00': ('04/03/2025', 'SCWWMARMSS')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,117434,Freya Linen Bla,String,99.00,4,"{'199.00': ('04/03/2025', 'SCWWMARMSS'), '99.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4365,SCFEBSALEFURTHERS,30/01/2025,117434E,Freya Linen Bla,String,99.00,9,"{'249.00': ('28/05/2024', 'SCW24EOSS'), '199.00': ('20/06/2024', 'SCW24EOSSFURPP'), '99.00': ('30/01/2025', 'SCFEBSALEFURTHERS')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,117434G1,Freya Linen Bla,White,99.00,4,"{'229.00': ('04/03/2025', 'SCWWMARMSS'), '99.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4365,SCFEBSALEFURTHERS,30/01/2025,117445,Astrid Pique Po,Navy,29.00,1,"{'49.00': ('30/05/2023', 'SCW23EOSS'), '39.00': ('16/01/2024', 'Nothing'), '29.00': ('30/01/2025', 'SCFEBSALEFURTHERS')}"
Womenswear,4365,SCFEBSALEFURTHERS,30/01/2025,117460E,Stina Blazer,Blue,79.00,9,"{'149.00': ('21/12/2023', 'SCBOXINGDAY121223'), '129.00': ('09/01/2024', 'SCFURTHERMD08012024'), '109.00': ('16/01/2024', 'Nothing'), '99.00': ('11/04/2024', 'SCW24FINALPP'), '79.00': ('30/01/2025', 'SCFEBSALEFURTHERS')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,117479,Varna Blouse,Ivory,59.00,1,"{'99.00': ('14/03/2023', 'SCW23MSS'), '79.00': ('16/01/2024', 'Nothing'), '59.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4180,Nothing,16/01/2024,117503,SOFIA LIBERTY T,Blue/Multi,59.00,1,"{'99.00': ('30/12/2022', 'SCSUMSLEADD0501'), '79.00': ('14/03/2023', 'SCW23MSS'), '59.00': ('16/01/2024', 'Nothing')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,117533,Laura Relaxed C,Bone,59.00,7,"{'79.00': ('04/03/2025', 'SCWWMARMSS'), '59.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,117533,Laura Relaxed C,ClassicNav,59.00,1,"{'79.00': ('04/03/2025', 'SCWWMARMSS'), '59.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,117533,Laura Relaxed C,Green,39.00,2,"{'79.00': ('14/03/2023', 'SCW23MSS'), '59.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,117533,Laura Relaxed C,Sage,39.00,1,"{'79.00': ('21/12/2023', 'SCBOXINGDAY121223'), '59.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,117533,Laura Relaxed C,White,59.00,5,"{'79.00': ('04/03/2025', 'SCWWMARMSS'), '59.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4180,Nothing,16/01/2024,117539,Lina Cotton Sil,green mult,39.00,2,"{'99.00': ('22/12/2022', 'SCBOXINGDAY22'), '49.00': ('14/03/2023', 'SCW23MSS'), '39.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,117562,Beata Cotton Si,green mult,59.00,1,"{'79.00': ('30/12/2022', 'SCSUMSLEADD0501'), '59.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,117584,Annaliese Liber,Multi,39.00,1,"{'99.00': ('26/12/2022', 'SCBOXDAYADD2612'), '79.00': ('14/03/2023', 'SCW23MSS'), '49.00': ('28/07/2023', 'SCEOSSFURTHER'), '39.00': ('16/01/2024', 'Nothing')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,117588,Rose Liberty Bl,Navy Multi,59.00,1,"{'99.00': ('14/03/2023', 'SCW23MSS'), '79.00': ('16/01/2024', 'Nothing'), '59.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,117591,Tarni Wide Leg,White,59.00,1,"{'99.00': ('28/07/2023', 'SCEOSSFURTHER'), '79.00': ('16/01/2024', 'Nothing'), '59.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4180,Nothing,16/01/2024,117609,Jose Tape Yarn,Tangerine,39.00,1,"{'49.00': ('30/05/2023', 'SCW23EOSS'), '39.00': ('16/01/2024', 'Nothing')}"
Womenswear,4365,SCFEBSALEFURTHERS,30/01/2025,117651,Georgina Relaxe,White,59.00,-1,"{'79.00': ('19/11/2024', 'SCWWBFWK14'), '59.00': ('30/01/2025', 'SCFEBSALEFURTHERS')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,117651E,Georgina Relaxe,White,59.00,6,"{'79.00': ('28/05/2024', 'SCW24EOSS'), '69.00': ('20/06/2024', 'SCW24EOSSFURPP'), '59.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,117662,Ana Blazer,Chocolate,99.00,1,"{'149.00': ('16/01/2024', 'Nothing'), '99.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4365,SCFEBSALEFURTHERS,30/01/2025,117677,Pippa Pique Dre,Navy,19.00,1,"{'79.00': ('16/01/2024', 'Nothing'), '59.00': ('11/04/2024', 'SCW24FINALPP'), '19.00': ('30/01/2025', 'SCFEBSALEFURTHERS')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,117694,Callie Jacket,Duck Egg,99.00,1,"{'149.00': ('30/05/2023', 'SCW23EOSS'), '119.00': ('16/01/2024', 'Nothing'), '99.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,117703,Jilly Jersey Sh,Sunflower,19.00,2,"{'39.00': ('09/01/2024', 'SCFURTHERMD08012024'), '29.00': ('16/01/2024', 'Nothing'), '19.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,117720,Baby Cable Swea,Lavender,79.00,-1,"{'129.00': ('21/08/2024', 'SCS24MSSV1'), '89.00': ('30/01/2025', 'SCFEBSALEFURTHERS'), '79.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4365,SCFEBSALEFURTHERS,30/01/2025,117720,Baby Cable Swea,Pl Blue,89.00,6,"{'129.00': ('21/08/2024', 'SCS24MSSV1'), '89.00': ('30/01/2025', 'SCFEBSALEFURTHERS')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,117730,Pony Spot Cardi,Camel,59.00,1,"{'129.00': ('30/05/2023', 'SCW23EOSS'), '109.00': ('16/01/2024', 'Nothing'), '59.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4180,Nothing,16/01/2024,117730,Pony Spot Cardi,Navy/Lilac,59.00,2,"{'129.00': ('30/05/2023', 'SCW23EOSS'), '79.00': ('09/01/2024', 'SCFURTHERMD08012024'), '59.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,117730E,Pony Spot Cardi,Camel,59.00,9,"{'129.00': ('30/05/2023', 'SCW23EOSS'), '79.00': ('09/01/2024', 'SCFURTHERMD08012024'), '59.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,117731,Laurina V-neck,Ivory,39.00,1,"{'49.00': ('24/11/2023', 'SCBFMD23'), '39.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,117731,Laurina V-neck,Navy,39.00,1,"{'49.00': ('24/11/2023', 'SCBFMD23'), '39.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,117731E,Laurina V-neck,Ivory,59.00,2,"{'79.00': ('21/12/2023', 'SCBOXINGDAY121223'), '59.00': ('16/01/2024', 'Nothing')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,117745,Stina Check Pan,Blue,59.00,1,"{'99.00': ('30/05/2023', 'SCW23EOSS'), '79.00': ('16/01/2024', 'Nothing'), '59.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4180,Nothing,16/01/2024,117754E,Alphine Modern,Chocolate,59.00,1,"{'79.00': ('30/05/2023', 'SCW23EOSS'), '59.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,117755,Alphine Modern,Powder Bl,59.00,1,"{'79.00': ('30/05/2023', 'SCW23EOSS'), '59.00': ('16/01/2024', 'Nothing')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,117759,Sunflower Crew,Camel,59.00,1,"{'99.00': ('24/08/2023', 'SCS24MSS'), '79.00': ('16/01/2024', 'Nothing'), '59.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,117765,LAYLA TAILORED,Blush,59.00,1,"{'99.00': ('14/03/2023', 'SCW23MSS'), '79.00': ('16/01/2024', 'Nothing'), '59.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,117812,RACHAEL LIBERTY,Multi,59.00,1,"{'249.00': ('14/03/2023', 'SCW23MSS'), '199.00': ('28/07/2023', 'SCEOSSFURTHER'), '149.00': ('16/01/2024', 'Nothing'), '59.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4180,Nothing,16/01/2024,117819,Saskia Melton C,Emerald,79.00,1,"{'129.00': ('24/08/2023', 'SCS24MSS'), '99.00': ('06/10/2023', 'SCS23CLDFINAL'), '79.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,117841,Neo Check Flann,Pink Multi,59.00,2,"{'79.00': ('30/05/2023', 'SCW23EOSS'), '59.00': ('16/01/2024', 'Nothing')}"
Womenswear,4365,SCFEBSALEFURTHERS,30/01/2025,117842E,Curious Liberty,Navy Multi,29.00,1,"{'49.00': ('24/08/2023', 'SCS24MSS'), '39.00': ('16/01/2024', 'Nothing'), '29.00': ('30/01/2025', 'SCFEBSALEFURTHERS')}"
Womenswear,4365,SCFEBSALEFURTHERS,30/01/2025,117843,Curious Liberty,Blue/Multi,59.00,1,"{'129.00': ('21/08/2024', 'SCS24MSSV1'), '59.00': ('30/01/2025', 'SCFEBSALEFURTHERS')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,117844,Mina Jacket,Black/Ivo,99.00,1,"{'199.00': ('09/06/2023', 'SCW23EOSSNS'), '149.00': ('16/01/2024', 'Nothing'), '99.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,117850E,Malin Wrap Dres,Navy Multi,59.00,1,"{'129.00': ('30/05/2023', 'SCW23EOSS'), '109.00': ('16/01/2024', 'Nothing'), '59.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4180,Nothing,16/01/2024,117877E,Downshire SS Li,Multi Yell,19.00,2,"{'29.00': ('09/01/2024', 'SCFURTHERMD08012024'), '19.00': ('16/01/2024', 'Nothing')}"
Womenswear,4365,SCFEBSALEFURTHERS,30/01/2025,117925,Cass Knit,Silver Mel,79.00,-1,"{'129.00': ('21/08/2024', 'SCS24MSSV1'), '99.00': ('03/10/2024', 'SCFINALPPA'), '79.00': ('30/01/2025', 'SCFEBSALEFURTHERS')}"
Womenswear,4365,SCFEBSALEFURTHERS,30/01/2025,117925,Cass Knit,Winter Wht,79.00,6,"{'129.00': ('21/08/2024', 'SCS24MSSV1'), '99.00': ('03/10/2024', 'SCFINALPPA'), '79.00': ('30/01/2025', 'SCFEBSALEFURTHERS')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,117939E,Sunshine Wide R,Navy,59.00,1,"{'129.00': ('24/08/2023', 'SCS24MSS'), '109.00': ('16/01/2024', 'Nothing'), '59.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4180,Nothing,16/01/2024,117981E,Floral Georgina,green mult,39.00,1,"{'79.00': ('30/05/2023', 'SCW23EOSS'), '49.00': ('09/01/2024', 'SCFURTHERMD08012024'), '39.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,118002,Vita Frill Cord,Winter Wht,59.00,1,"{'79.00': ('09/06/2023', 'SCW23EOSSNS'), '59.00': ('16/01/2024', 'Nothing')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,118003,Malin Pleat Ski,green mult,59.00,1,"{'99.00': ('24/08/2023', 'SCS24MSS'), '79.00': ('16/01/2024', 'Nothing'), '59.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4180,Nothing,16/01/2024,118015,Sena Longline C,Winter Wht,79.00,2,"{'129.00': ('24/08/2023', 'SCS24MSS'), '99.00': ('06/10/2023', 'SCS23CLDFINAL'), '79.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,118016,Courtney Casual,Navy,39.00,1,"{'49.00': ('24/11/2023', 'SCBFMD23'), '39.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,118016,Courtney Casual,Sage,39.00,2,"{'49.00': ('24/11/2023', 'SCBFMD23'), '39.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,118017,The Perfect LS,Brt Pink,19.00,1,"{'29.00': ('24/08/2023', 'SCS24MSS'), '19.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,118017,The Perfect LS,Evergreen,19.00,1,"{'29.00': ('24/08/2023', 'SCS24MSS'), '19.00': ('16/01/2024', 'Nothing')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,118019,Nili Wide Leg J,Ivory,59.00,13,"{'79.00': ('04/03/2025', 'SCWWMARMSS'), '59.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,118027,Rosa Pleat Shor,ClassicNav,39.00,1,"{'79.00': ('21/12/2023', 'SCBOXINGDAY121223'), '59.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4180,Nothing,16/01/2024,118054,Annie SB Blazer,Stone,79.00,1,"{'99.00': ('24/08/2023', 'SCS24MSS'), '79.00': ('16/01/2024', 'Nothing')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,118060,Lucy Melange Fu,Pink Mel,29.00,2,"{'49.00': ('21/08/2024', 'SCS24MSSV1'), '29.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4365,SCFEBSALEFURTHERS,30/01/2025,118064E,Vera Quilted Ve,Navy,99.00,4,"{'159.00': ('28/05/2024', 'SCW24EOSS'), '99.00': ('30/01/2025', 'SCFEBSALEFURTHERS')}"
Womenswear,4365,SCFEBSALEFURTHERS,30/01/2025,118065E,Vera Quilted Ja,Navy,99.00,1,"{'159.00': ('28/05/2024', 'SCW24EOSS'), '99.00': ('30/01/2025', 'SCFEBSALEFURTHERS')}"
Womenswear,4180,Nothing,16/01/2024,118068,Brooklyn Denim,Dk Wash,59.00,1,"{'79.00': ('24/08/2023', 'SCS24MSS'), '59.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,118068E,Brooklyn Denim,Dk Wash,59.00,1,"{'79.00': ('24/08/2023', 'SCS24MSS'), '59.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,118101,V Neck Merceris,Apple,19.00,1,"{'29.00': ('21/12/2023', 'SCBOXINGDAY121223'), '19.00': ('16/01/2024', 'Nothing')}"
Womenswear,4365,SCFEBSALEFURTHERS,30/01/2025,118102,Spot V Neck Mer,Magenta,29.00,1,"{'49.00': ('30/05/2023', 'SCW23EOSS'), '39.00': ('16/01/2024', 'Nothing'), '29.00': ('30/01/2025', 'SCFEBSALEFURTHERS')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,118104,Tatiana Mohair,green mult,59.00,1,"{'199.00': ('09/06/2023', 'SCW23EOSSNS'), '129.00': ('27/09/2023', 'SCS24FURTHERMDWK7'), '99.00': ('06/10/2023', 'SCS23CLDFINAL'), '79.00': ('16/01/2024', 'Nothing'), '59.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,118111,Dashed SS Magic,Blue/White,29.00,1,"{'49.00': ('21/12/2023', 'SCBOXINGDAY121223'), '39.00': ('16/01/2024', 'Nothing'), '29.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4365,SCFEBSALEFURTHERS,30/01/2025,118114,Cecile Animal L,Multi,29.00,3,"{'49.00': ('06/03/2024', 'SCW24MSS'), '39.00': ('11/04/2024', 'SCW24FINALPP'), '29.00': ('30/01/2025', 'SCFEBSALEFURTHERS')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,118117E,Matera Cotton S,Blue/Multi,59.00,2,"{'99.00': ('21/12/2023', 'SCBOXINGDAY121223'), '79.00': ('16/01/2024', 'Nothing'), '59.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,118119,Dashed LS Lily,Navy/Whit,39.00,1,"{'49.00': ('06/03/2024', 'SCW24MSS'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,118119E,Dashed LS Lily,Navy/Whit,39.00,1,"{'49.00': ('06/03/2024', 'SCW24MSS'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,118132E,Pavillion Liber,Pink Multi,19.00,2,"{'39.00': ('24/11/2023', 'SCBFMD23E'), '29.00': ('16/01/2024', 'Nothing'), '19.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,118152,Julia Rib Tank,Khaki,29.00,3,"{'39.00': ('04/03/2025', 'SCWWMARMSS'), '29.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,118152,Julia Rib Tank,Navy,29.00,1,"{'39.00': ('04/03/2025', 'SCWWMARMSS'), '29.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4180,Nothing,16/01/2024,118155,Lauren Polo,Apple,39.00,1,"{'79.00': ('21/12/2023', 'SCBOXINGDAY121223'), '49.00': ('09/01/2024', 'SCFURTHERMD08012024'), '39.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,118158,Josie Tape Yarn,Navy,59.00,1,"{'79.00': ('21/12/2023', 'SCBOXINGDAY151223'), '59.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,118159,Cynthia Fringe,Melon,59.00,1,"{'79.00': ('21/12/2023', 'SCBOXINGDAY121223'), '59.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,118160,Josie Tape Yarn,Brt Pink,59.00,2,"{'79.00': ('21/12/2023', 'SCBOXINGDAY151223'), '59.00': ('16/01/2024', 'Nothing')}"
Womenswear,4365,SCFEBSALEFURTHERS,30/01/2025,118179E,Cecile Linen To,Coast,29.00,1,"{'49.00': ('21/12/2023', 'SCBOXINGDAY121223'), '69.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP'), '29.00': ('30/01/2025', 'SCFEBSALEFURTHERS')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,118183,Stripe LS Lily,Blue/White,59.00,1,"{'79.00': ('28/05/2024', 'SCW24EOSS'), '69.00': ('20/06/2024', 'SCW24EOSSFURPP'), '59.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,118183E,Stripe LS Lily,Blue/White,59.00,1,"{'79.00': ('28/05/2024', 'SCW24EOSS'), '69.00': ('20/06/2024', 'SCW24EOSSFURPP'), '59.00': ('17/04/2025', 'SCWK38FINALPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,118202,Adelyn SB Linen,Regatta,99.00,1,"{'149.00': ('24/11/2023', 'SCBFMD23'), '119.00': ('16/01/2024', 'Nothing'), '99.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,118209,Farrah Cotton V,Whit/Green,59.00,1,"{'119.00': ('21/12/2023', 'SCBOXINGDAY121223'), '99.00': ('16/01/2024', 'Nothing'), '59.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,118212,Wildflower Cott,Ivory/Mult,59.00,1,"{'99.00': ('21/12/2023', 'SCBOXINGDAY121223'), '79.00': ('16/01/2024', 'Nothing'), '59.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,118236,Rosa DB Blazer,Tan,99.00,1,"{'199.00': ('21/12/2023', 'SCBOXINGDAY121223'), '129.00': ('09/01/2024', 'SCFURTHERMD08012024'), '109.00': ('16/01/2024', 'Nothing'), '99.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4180,Nothing,16/01/2024,118263,Alex Poplin Shi,Regatta,59.00,2,"{'79.00': ('21/12/2023', 'SCBOXINGDAY121223'), '59.00': ('16/01/2024', 'Nothing')}"
Womenswear,4180,Nothing,16/01/2024,118275,The Classic Cam,White,19.00,1,"{'29.00': ('21/12/2023', 'SCBOXINGDAY121223'), '19.00': ('16/01/2024', 'Nothing')}"
Womenswear,4227,SCW24FINALPP,11/04/2024,118281,Taranto Venus C,WhiMulti,39.00,1,"{'79.00': ('21/12/2023', 'SCBOXINGDAY121223'), '59.00': ('16/01/2024', 'Nothing'), '39.00': ('11/04/2024', 'SCW24FINALPP')}"
Womenswear,4180,Nothing,16/01/2024,118285,Rosa Skirt,Melon,59.00,1,"{'79.00': ('21/12/2023', 'SCBOXINGDAY121223'), '59.00': ('16/01/2024', 'Nothing')}"
Womenswear,4399,SCWK38FINALPP,17/04/2025,118286,Dahlia Linen Sh,Berry,59.00,1,"{'79.00': ('04/03/2025', 'SCWWMARMSS'), '59.00': ('17/04/2025', 'SCWK38FINALPP')}"
